"start","end","text"
"3980160","3999440"," говорим про какую-то эффективность, типа влияет ли это на количество просмотров и на все остальное, мне кажется, скорее нет, чем да, потому что если это просто какая-то заглавная картинка, то она просто типа вводит вкус. Но на самом деле, если я говорю про, допустим, свой случай, то мне"
"3999440","4018880"," кажется, что название актуального, особенно если оно почитаемое, короткое, допустим «Мой путь» или «Кто я» или «Кризис», оно уже как будто подразумевает ответ на этот вопрос, поэтому в своем случае я сразу погружаюсь в суть, потому что я просто не люблю вот эти длинные, долгие подводки, я люблю"
"4018880","4043560"," сразу я использую так. Но как я сказала, вы можете делать так, как вам самим нравится, как вам самим ближе. Спасибо, я получил ответ, благодарю. Давайте я зачитаю пока что что я вижу в чате. Блин, тут так много. Так. Можно ссылку на ваш инстаграм? Можно ссылку на мой инстаграм?"
"4043820","4063860"," Да, мы можем поделиться, я сейчас пришлю в чат. Так, хорошо. Назовите приложение, в котором вы говорили, делали карусели. Так, я чаще всего делаю все на iPad, потому что здесь есть Style, вот это Pencil, и можно добавлять какие-то дополнительные элементы, я это делаю в PicsArt. Почему там? Потому"
"4063860","4083000"," что туда можно совмещать несколько картинок, туда можно в целом добавлять какую-то цветокоррекцию, если она вдруг нужна, я это использую вообще не так часто. Я использую PicsArt именно с целью того, что во-первых, все картинки я делаю по соотношениям сторон, чтобы это подходило именно под пост в"
"4083000","4100279"," инстаграме, и плюс я, если это какие-то коллажные истории, как, допустим, вырезанная там фотография на каком-то фоне однотонном, то в таком случае, чтобы я соединила одну с другим. Все остальные дополнительные какие-то штуки, и, кстати, сам текст, да, тоже в PicsArt, чтобы можно было добавить какую "
"4100279","4127140","-то жирную заголовку, к примеру, или же просто дополнительный такой внизу стандартный текст, менее жирный. Вот, а все остальные рисунки я в основном именно делаю в габарите с кнопочкой править. У нас ещё есть вопрос от Елены. Сейчас включу микрофон. Доброго вечера. Да, вас слышно. Добрый вечер. Да,"
"4127240","4149479"," если хотите на меня посмотреть, то я вот в кровати после написания текстов для релсов. Вопрос следующий. Мои основные деньги в крупных корпорациях. Крупные корпорации летают со мной в путешествия. Обычно это такие компании, которым нельзя совершенно светить лицо. И нельзя... Последняя была"
"4149479","4171080"," компания, которая запретила даже назвать её. Ну, то есть, я не могу похвастаться своими успехами, понимаете? Моя история, если я мой путь пишу, да, то я не могу назвать даже своих клиентов, и отзывы от них получить не могу. Они свои отзывы оставляют только следующим заказом. То есть, если они"
"4171080","4193940"," со мной летают регулярно, это значит всё хорошо. Ну, и больше никак. Больше никак. Потому что есть такие у нас крупные корпорации, монополисты на рынке, которые вот, они вообще в соцсети не входят. Но и запрещают нам, вот нам, обслуживающим компаниям, тоже туда ходить. Как я могу написать свой"
"4193940","4216080"," путь? Товарищи, у меня есть бабки, но я не скажу откуда. Да? И вам не помогу, потому что у вас нету 120 человек, которые со мной тут же поедут, да? Ну, то есть, что здесь, что здесь в моём пути? Нет. Мы тоже оформляем физических, понятно, но здесь вот экспертность"
"4216080","4232100"," моя именно в том, что там, починить унитаз в отеле, ну, в плане у кого-то, да, или у кого-то скорая случилась, или кто-то на гору залез, там напился и слезть не может, ну, и так далее. Понимаете, да? У меня когда 120 человек одновременно, вот это моя"
"4232100","4258860"," работа. А с чем связана тема вашего блога? Ну, получается, я travel-агент, и я психолог, причём с несколькими образованиями. То есть, я хочу сейчас перейти на свой продукт, который я соединила из нескольких своих психологических методов. Но в то же время, как бы, у меня есть ещё тема ретритов. "
"4258960","4282020"," То есть, ретриты, поездки, где мы увозим людей и там с ними работаем, как психологи. Угу. Ну, и моя мечта именно, именно создать такое количество ретритов, чтобы вот это и был бы мой путь. Почему я и ухожу в онлайн? Чтобы можно было людей таких найти, которые легко делятся на"
"4282020","4305840"," камеру, понимаете, своими впечатлениями. Ну, вообще, любая тема, точнее, любая ниша, которая связана в работе с людьми, отзывами, которым делиться нельзя, вот как психологи, допустим, те же. А в этом случае, во-первых, в целом, любые отзывы, которые вы публикуете, опубликуйте их без названия того,"
"4306060","4327500"," кто конкретно вам их писал, потому что сейчас это не разрешено делать в инстаграме, просто оставляйте сам текст без иконки, без названия того, кто вам это написал. Вот, то есть в любом случае он уже выглядит инкогнито, и это уже позволительно выкладывать. В психологии чаще всего просто люди скорее,"
"4328480","4344420"," наверное, не дают обратной связи, по крайней мере, по моему опыту, а если они ее дают, вы можете тоже это использовать. Но обычно вот в момент того, что а можете, пожалуйста, написать отзыв, он такой немножко неловкий, и это тоже понятно. Но в этом случае я бы скорее делала акцент"
"4344420","4361020"," именно на вашем опыте, то есть сколько лет вы обучались, где вы обучались, как вы обучаетесь, какой вы метод используете. Вы можете показать, допустим, как вы со стороны с человеком разговариваете, то есть у вас какой-то онлайн-сайдбом, вы можете записать, что вы там рекомендуете человеку, или,"
"4361140","4376560"," допустим, как вы ведете диалог без записи того, что человек вам говорит. Я так записываю, допустим, разговоры со своими клиентами, когда мне задают какой-то вопрос, то есть в своем случае я могу что-то рекомендовать, к примеру, и я записываю просто ответ на вопрос в том случае, что, допустим,"
"4376620","4391100"," если у вас есть такой-то, такой-то запрос, я с ним как раз таки работаю, вот так я работаю, вот так я веду к каким-то мыслям, вот так я решаю какие-то проблемы. Дальше я просто делаю упор на те штуки, которые могу, допустим, показывать в своей профессии,"
"4391180","4405940"," и вы можете делать точно так же. Если это тревел, какие-то штуки, вы просто можете ввести в курс дело о том, чем вы занимаетесь без показа людей, и это тоже будет понятно. Вы можете показывать свой образ жизни, если вам это разрешено, то есть, допустим, вы поехали в путешествие,"
"4406040","4423260"," вы можете показать это путешествие, можете показать себя в этом путешествии, и можете просто в контекст ввести того, что это было по работе, к примеру. Вот, то есть я бы использовала это так и пробовала именно через уже не людей и их лояльность. Те, кто не готов, допустим, выражать свои"
"4423260","4441200"," отзывы, и те, кто не готов давать какую-то обратную связь, а через свою собственную экспертизу. Или же в этом случае тоже работает такая история, когда люди берут тех людей, которые готовы публично поделиться обратной связью, то есть это какие-то немножко измененные условия, обычно это либо просто"
"4442500","4460940"," бартерные какие-то обмены, созвоны, когда вы именно делаете их с целью того, чтобы человек мог получить обратную связь. То есть в моем случае в обратной стороне это работало, когда мне оказывали услугу, а я могла публично этим поделиться, и я, собственно, и оставляла отзыв взамен на эту услугу. То"
"4460940","4480720"," есть можно такой же метод попробовать сделать и просто делать акцент на свою, скорее, экспертность, и просто держать в контексте, не входя в подробности, потому что вы сами решаете, какую информацию выдавать людям, и вы сами решаете, как будет выстроено. Да, я поняла, услуга за отзыв, это понятно,"
"4480880","4504400"," но она понятна только в плане психологии, какой-то консультации, но в то же время у меня, может быть, есть такие люди, которые готовы отставить отзыв, но просто не все после психологической работы готовы, чтобы я публично у себя именно оставила их голос или там имя, все как-то безымянно"
"4504400","4527120"," получается, и я понимаю так, что профессия по оформлению визуальному дизайну в онлайн соцсетях, релсы, написания воронки, все это, это хорошо развивается, что в Инстаграм, что в сетях, а если вот такие твердые профессии, как у нас, но тут есть, наверное, люди с твердыми профессиями, там,"
"4527300","4551180"," строительство деревни, например, или поездка вот этой корпорации, ну то есть это такое уже немножко, ну, можно, конечно, подумать, как это развить, но я таких даже мало встречаю людей в соцсетях, потому что они не связаны с соцсетями. Вам, кстати, классный совет написали в чате, можно рассказать,"
"4551260","4568860"," помогая корпорациям отдыхать, и выезды были до 200 человек. Создаю лучший отдых в вашей жизни, мы ездили в Японию, покоряли Пузьяму и так далее, просто без названия обобщая, то есть, да, мне кажется, это тоже офигенный формат. В Инстаграме написано, что я вожу компании, вожу корпорации, это и так"
"4568860","4586920"," написано, до 150 человек, то, что я вывозила, я про это и говорю, хорошо, это и так вроде как указано, только я не могу эти кружочки сделать, потому что я могу только показать, что вот я снова на работе, у нас есть такие шуточные, когда мы лежим на пляже там"
"4586920","4608300"," и рассказываем, что вот такая у нас тяжёлая работа, лежать вот на пляже. Ну, это шутка, конечно, что лежать там. Хорошо, всё, спасибо. Пожалуйста. Давайте перейдём к вопросу, мне тоже понравился. Подскажите о видео-отзывах, где видно человека же, можно публиковать в Инсте? Честно говоря, я в этом"
"4608300","4625900"," случае выбила для себя, по крайней мере, такую тактику, мне кажется, она такая максимально лояльная и безопасная. Я перевожу все именно кружочки отзывы, опять-таки тех людей, которые хотят оставить этот отзыв, в свой Телеграм-канал, который также максимально связан с моим Инстаграмом. Я их отдельно"
"4625900","4645160"," в сторисах в Инстаграме не публикую, я использую только текстовые сообщения без того, кто это, без даже кружочков, что это за человек. Если человек решает меня отметить и поделиться своим отзывом, впечатлением и так далее, я это просто к себе перепощу. В этом случае это тоже максимально прозрачно и"
"4645160","4661020"," максимально так не навязчиво и мягко пригревает к моей работе. Допустим, поработала с человеком, на консультацию какая-то пришла, он решил просто поделиться своими эмоциями, написать какой-то текст, что, допустим, сейчас закончилась консультация, так хорошо, так легко, свободно, и меня отметить, я"
"4661020","4691340"," к себе перепощу и добавляю уже в хайлайт с отзывами. То есть даже без этих видеокружочков в инстаграме у меня уже сколько времени. Всё тоже работает хорошо, это нисколько не уменьшает это ощущение лояльности. У нас ещё есть вопрос от Юлии. Сейчас дам микрофон. Диана, здравствуйте. Я"
"4691340","4715300"," без камеры, извините, плохо показываю. Не работает. Постараюсь правильно сформулировать вопрос. Это по воронке. Вот, например, релзы идут на разные тематики, психология, здоровье, отношения, захватить как можно больше аудитории. Но, например, моя экспертность в том, что я, так сказать, эксперт по"
"4715300","4737540"," удалённым профессиям, то есть предоставляю доступ к онлайн-школе. И как правильно в данном случае сформировать эту воронку? Потому что, например, если человек зашёл с релза по отношениям и хоп, у меня, например, тот же телеграм-канал о удалённых профессиях, о фрилансе. То есть как это должно"
"4737540","4758810"," правильно выглядеть? Здравствуйте, Юлия. Расскажите, пожалуйста, доступ к... Чуть-чуть подробнее, короче. В чём суть, что у вас в телеграм-канале находится, почему это отличается от того, что у вас вообще в самом блоге, в самом инстаграме происходит? То, что, например, у Ивана на обучении проходим,"
"4758830","4780630"," мы охватываем как больше возможно аудитории и на разные темы заливаем релсы. А я непосредственно получается сотрудничаю с онлайн-школой удалённых профессий. Например, кайперайтер, SMM-менеджер, дизайнер социальных сетей. И я предоставляю доступ людям, кто хочет, грубо говоря, заработать на"
"4780630","4805880"," удалёнке. И просто вопрос в том, что получается, что вести в каждом случае воронку с релсак, в котором я говорю о заработке и о деньгах? А другие релсы, например, которые про отношения и здоровье, их не трогать в плане воронки? Можно на самом деле так. Если у вас есть прям"
"4805880","4828140"," такой сильный акцент на темах, которые не связаны с заработком, отношения, здоровье и всё остальное. Если это те миши, которые вы в дальнейшем планируете, возможно, смонетизировать или то, что вы планируете ещё дольше, возможно, включать в какой-то контекст вашего блога, то я бы вообще сделала так,"
"4828300","4845920"," что возможно, разделила бы телеграм-канал, ну, либо же два телеграм-канала. Один, который полностью посвящен заработку и всему смежному вокруг этого. И другой, который связан именно с лайфом, с отношениями. Туда можно уже и здоровье подключать и все вообще штуки, которые касаются не заработка. То"
"4845920","4867620"," есть, если сейчас одна конкретная услуга именно с этими школами, то, и, соответственно, вы хотите ещё ко всему этому вставлять тему со здоровьем и с отношениями, мне чисто по логике кажется, что разделить будет правильнее как будто, потому что я представляю, я, допустим, увидела Reels про"
"4867620","4885380"," отношения, я перешла в телеграм-канал, я получила очень классный пост про отношения, и дальше тема заработка. Если она такая обобщенная просто, скорее всего, это окей. А если мы уже сюда включаем какие-то штуки про онлайн-школы и уже конкретные какие-то призывы, меня это, скорее всего, немного"
"4885380","4907330"," оттолкнёт. Я бы ещё порекомендовала вам спросить у Ивана, как он ответит на этот вопрос, но я бы сделала так. Спасибо большое. Так, я вижу ещё один вопрос. Какой хайлайт лучше складывать с рандомными моментами жизни? Типа сегодня проснулся, чувствую себя великолепно и прочее. Понимаю, что инста"
"4907330","4924670"," любит регулярность, а временно глубоких смыслов оформлений не всегда хватает. А с какой целью нужно выкладывать хайлайты с рандомными моментами? Для кого нужны рандомные моменты? Какую функцию они выполняют? Я бы в первую очередь, выкладывая вообще любые сторисы, задавала себе вопрос, и это очень"
"4924670","4943070"," классный вопрос, который помогает оттеять ненужную информацию и ненужное показывание всего-всего. Зачем я сейчас хочу выгрузить эти сторис? То есть они что? Они глубже раскроют меня как эксперта. Они глубже раскроют меня как человека. Они переведут человека, мою аудиторию, моего подписчика, к"
"4943070","4961710"," какому-то посту. В чём есть суть? Если суть просто в том, чтобы ввести человека в контекст своей жизни, это временная история, которая каждый раз будет меняться. И в этом случае я бы вообще не сохраняла хайлайт, потому что это что-то такое, что-то такое не вечное, я бы"
"4961710","4980490"," сказала, и что-то, что не даёт полностью раскрыть самую главную суть хайлайт. Потому что, как я сказала о хайлайте, кто я и мой путь, они как раз-таки помогают человека, во-первых, перевести на вашу воронку, а во-вторых, они помогают раскрыть вашу личность и раскрыть ваши ценности, чтобы"
"4980490","4994250"," человек, который к вам в блог пришёл, он мог сразу понять, это про меня или это не про меня. То есть я бы все эти рандомные моменты, особенно с контекстом жизни, я бы их просто оставляла для своей аудитории здесь и сейчас, но не сохраняла бы их. А насчёт момента"
"4994250","5015270"," того, что времени на глубокий смысл оформления не всегда хватает, а попробуйте просто вообще выходить в течение недели ровно только тогда, когда у вас есть готовая мысль. То есть не выходить ради контента. То есть не для того, чтобы просто поставить галочку, что я сделала контент, а выходить с"
"5015270","5033150"," целью того, чтобы конкретно донести какую-то мысль или выполнить какую-то функцию, типа как перевести человека куда-то, выдать ему какой-то конечный продукт, какой-то конечный пост, дать ему какую-то конечную мысль, а не просто для того, чтобы пометить, что вот Инстаграм, пожалуйста, я проявился,"
"5033250","5047930"," показался, я здесь, пожалуйста, не врезай мою хвату. На самом деле, если вы даже неделю не будете выходить в сторис, я говорю просто по своему опыту, если я неделю не выхожу в сторис, а потом я через неделю выхожу с какой-то историей про то, что, допустим, моя ученица взяла"
"5047930","5072540"," себе эксперта и вот, пожалуйста, как она выросла, ахваты будут даже лучше, чем если бы я выходила несколько дней подряд просто с такими проходными сторисами, потому что тема мощная и тема сразу увлекающая, от этого, соответственно, больше людей начинают взаимодействовать с моим контентом. Вопросы"
"5072540","5099620"," есть еще? Если есть какие-то вопросы, перебью, можно их написать в чат. Вот, вопрос, сторис нужно делать каждый день, как я сказала, нет, не обязательно. Главное выходить тогда, когда готовая мысль есть, есть понимание, зачем вы вообще выходите. Есть еще вопрос. Я хочу вести... Так, я также хочу"
"5099620","5116500"," вести на других экспертов в разные ниши. Можно в Телеграм-канале в основном просто выкладывать сообщения об этом? Честно говоря, я не до конца понимаю. Можно как-то по-другому сформулировать вопрос? То есть, что значит вести других экспертов в разные ниши? Перепишите, пожалуйста, вопрос, тогда я"
"5116500","5142380"," вас, наверное, лучше пойму. Как технически при помощи боты сделать автоматическую ссылку на Инстаграм? Ой, на Телеграм. Ну, когда вы в боте настраиваете его, у вас есть возможность просто подключить туда ссылку, он сам отправляет. Тут вот сказали, что урок Ивана будет. Звук попал. Звук есть? Да,"
"5142520","5166960"," звук есть. Все. Сколько сейчас зарабатываете с Воронки? Ну, я ведь не могу говорить об этом. И могу, не хочу. Точнее, не обязательно мне говорить об этом, правильно? Мне сейчас хорошо хватает. Это моя основная деятельность. Я параллельно нигде больше не работаю, так что мне хорошо. Вопрос. Это уже"
"5166960","5188710"," переформулированный. Я также хочу вести на других экспертов разные ниши. Можно в Телеграм-канале основном просто выкладывать сообщения об этом. Фон при этом регулярно упоминать в контексте. Например, вот мой психолог, вот мой номеролог, вот персональный тренер и так далее. А какая цель Телеграм "
"5188710","5212370","-канала и вот этих экспертов? Какую работу вы с ними делаете? К чему вы приводите? Продвигая других экспертов через себя. Угу. Ну, если это кейс, который достоин внимания человека, то воронка в этом случае может сработать, мне кажется. Если это просто история о том, чтобы показать, что есть у меня"
"5212370","5233770"," Ирина, есть у меня Наталья, допустим, есть у меня еще кто-то, то, вероятно, эта воронка довольно слабая, потому что это такая очень узкая тема, очень узкая ниша, и она работает просто в контексте, просто есть пост, и человек может его посмотреть. Но именно прям воронку делать по отзывам и"
"5233770","5259840"," про рассказы своих клиентов скорее вряд ли. Я вроде больше вопросов не вижу. Тут вы просто между собой помогаете друг другу и дополняете друг друга. Если еще остались вопросы, можете их записать или... Да, давайте выделим буквально минутку. Если у кого-то остались вопросы, допишите их, пожалуйста,"
"5259920","5289880"," в чат. Если нет, то тогда будем потихоньку завершать. Мой выше был. Можете продублировать его? Только два хайлайта. Можно мне продукты, например? В целом, можно. У меня есть, на самом деле, хайлайты, которые связаны с моими"
"5289880","5308100"," продуктами, с моими воркбуками. Там такая более подробная информация про них, так что это тоже используется, но, опять-таки, вся подробная история про то, где их можно купить и все остальное, это все я в любом случае через Воронку перевожу в Телеграм-канал. То есть в хайлайте есть только такая"
"5308100","5324740"," общая информация о том, что вот такое существует, вот что я включаю в этот продукт и так далее. Туда же прикрепляю отзывы и отметки, если меня отмечают с этим продуктом. А так, на самом деле, мне кажется, что в любом случае в Воронке и в Телеграм-канале это все как "
"5324740","5346380","-то лучше смотрится и органичнее, когда там все самое ценное, что касается обучения, потому что, собственно, Телеграм-канал будет делать таким более углубленной версией того, что у вас есть в Инстаграме. Спасибо за эфир. И вам тоже спасибо за внимание. Приложение PicsArt. Да, все верно. Так, у меня"
"5346380","5364520"," вот нет своей истории, которую я у себя решила. Я психолог по отношению для женщин. Помогаем выстраивать отношения с мужчинами, но у меня с мужчинами проблем нет. Что мне рассказывать? У меня, как у женщины, интерес в том, почему вы решили перейти, допустим, к этой теме. Вы можете рассказать,"
"5364640","5384220"," почему вы решили стать психологом, почему именно вы решили для себя общаться про отношения, почему именно эта тема вас интересует. Если у вас какой-то опыт, почему вы решили, что вот эта тема, это идеально то, что я буду включать в свои услуги. То есть у меня здесь просто такой"
"5384220","5402480"," интерес под названием «Почему?». Мне кажется, что аудитория, которая не в контексте всего этого, у нее тоже, скорее всего, будет просто такой базовый вопрос. И более того, вы можете просто рассказывать, как выстроена ваша жизнь сейчас, то есть с какими проблемами конкретно вы работаете, какие"
"5402480","5431950"," конкретно запросы вы разбираете и так далее. Вы можете транслировать свои собственные отношения, потому что вы же по ту сторону тоже находитесь. Соответственно, вы можете просто показывать ваши собственные отношения к жизни, свой образ жизни. С какого количества подписчиков я начала"
"5431950","5451150"," зарабатывать хорошие деньги? Я говорила про кризис в контексте того, что у меня появилась задача не запускать какие-то курсы и не проводить регулярно съемки, потому что так как мой путь начинался с работы фотографом, где у меня было по 4-5 съемок в день, и это все было очень"
"5451150","5469530"," регулярно и каждый день, то я для себя решила, что мне бы хотелось попробовать чисто через блог работать. Несмотря на это, у меня тоже был опыт работы в офисе, то есть когда я работала ретушером, когда я работала фотографом именно в агентстве. Соответственно, этот кризис касается не того, что у"
"5469530","5499370"," меня не было денег, а деньги появились, а касательно того, что я просто сферу деятельности поменяла. Понял, спасибо, буду думать. Спасибо. Диана, спасибо большое за эфир, была рада с вами поделиться. Тут еще задают вопросы касательно моей деятельности. Я радушно приглашаю в свой"
"5499370","5518910"," блог, там у меня актуально очень много чего рассказано и написано про это, так что можете про это узнать. Ну вот сфера сменилась, а сколько было подписчиков? Сколько было подписчиков? Ну, прошлой зимой стало 20, 20, по-моему, или 18 тысяч, я не помню. Но блог он все время постепенно"
"5518910","5543900"," рос, так что тоже... Короче, с каждым кризисом становится только лучше, вот что я скажу. Спасибо вам за теплые сообщения, спасибо за то, что были на эфире. Была очень рада с вами со всем поделиться. Да, так что если у вас есть вопросы, чтобы узнать, все у меня в канале."
"5546540","5568940"," Все, если вопросов больше нет, спасибо большое, Диане, за эфир. Запись эфира будет, можно будет пересмотреть, отметить для себя какие-то моменты, еще раз переслушать, будет очень полезно, потому что так сразу тяжело может быть это все воспринимать. Вот, так что давайте прощаться, всем спасибо, кто"
"5568940","5569760"," был онлайн. "
